
Unit Economics,,,,,,,,,,,,,,,,,,,,,Manning Cost,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,, Margin ,15%,,,, Hot Kitchen Employee Cost ,,,,,,,,,,Packaging Employee Cost & QC Cost,,,,,,,,,,,,,
Palak Corn,,,,,,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,,,,,,
,,1,12,,,,,,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,,,,,,
1,Veg Spinach Blanched,0.25,3,45,134,,,,,,,,,
2,Sugar,0.005,0.06,44,3,,,,,,,,,
3,Water For Cooking,0.3,3.6,1,4,,,,,,,,,
4,Refined Oil Mahakosh,0.02,0.24,114,27,,,,,,,,,
5,Veg Garlic Peeled/Chopped,0.04,0.48,209,100,,,,,,,,,
6,Spice Jeera (Cumin) Whole,0.004,0.048,632,30,,,,,,,,,
7,Onion Tomato Masala,0.2,2.4,58,139,,,,,,,,,
8,Spice Chilli Powder Kashmiri Catch,0.004,0.048,740,36,,,,,,,,,
9,Everest Dhaniya Powder,0.02,0.24,170,41,,,,,,,,,
10,Besan,0.04,0.48,107,51,,,,,,,,,
11,Spice Kasturi Methi Catch,0.002,0.024,670,16,,,,,,,,,
12,Super Garam Masala Catch,0.002,0.024,326,8,,,,,,,,,
13,Veg American Corn Frozen,0.24,2.88,77,222,,,,,,,,,
14,Veg Red Onion Chopped,0.05,0.6,34,20,,,,,,,,,
15,Green Chili Paste,0.005,0.1,53,3,,,,,,,,,
16,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,
20,,,,,,Photo,,,,,,,,
21,,,,,,,,,,,,,,
22,,,0,,,,,,,,,,,
23,,,0,,,,,,,,,,,
24,,,0,,,,,,,,,,,
25,,,0,,,,,,,,,,,
Total Qty,,1.18,14.2,,834,,,,,,,,,
15%,Yield Qty,1.0,12.1,Per Kg,69,,,,,,,,,
Matra for Matra Kulcha,,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,,
,,1,10,,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,,
1,Dal Matar,0.35,3.5,,,"1. Boil matar with salt and water. Cook until matar is mashed.
2. After the matar is cooled down a little, add all the ingredients and mix well. Do not cook again.
3. Serve at the warm temperature.
4 garnish with chop onion and tomato chop corinder leaves",,,,
2,Salt Tata,0.01,0.1,,,,,,,
3,Water For Cooking,0.56,5.6,,,,,,,
4,Green Chutney,0.05,0.5,,,,,,,
5,Imli Chutney,0.02,0.2,,,,,,,
6,Veg Red Onion Chopped,0.05,0.5,,,,,,,
7,Veg Tomato Chopped,0.05,0.5,,,,,,,
8,Spice Chat Masala Mdh,0.001,0.01,,,,,,,
9,Spice Chilli Powder Kashmiri Catch,0.002,0.02,,,,,,,
10,Veg Ginger Chopped,0.004,0.04,,,,,,,
11,Veg Coriander Chopped,0.01,0.1,,,,,,,
12,Veg Lemon Juice,0.005,0.05,,,,,,,
13,Salt Black,0.003,0.03,,,,,,,
14,Spice Black Pepper Powder,0.001,0.01,,,,,,,
15,,,0,,,,,,,
16,,,0,,,,,,,
17,,,0,,,,,,,
18,,,0,,,,,,,
19,,,0,,,,,,,
20,,,0,,,Photo,,,,
21,,,0,,,,,,,
22,,,0,,,,,,,
23,,,0,,,,,,,
24,,,0,,,,,,,
25,,,0,,,,,,,
Total Qty,,1.12,11.2,#N/A,0,,,,,
10%,Yield Qty,1.0,10.0,Per Kg,0,,,,,


Bhatura,,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,,
,,1,20,,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,,
1,Semolina ( Sooji ),0.013,0.25,59,15,".1. Sieve all purpose flour (maida), salt and baking soda. Add the fine sooji (rava or semolina) & sugar.
 2 mix well knead the flour well ",,,,
2,Maida,0.050,1.00,47,47,,,,,
3,Salt Tata,0.001,0.02,28,1,,,,,
4,Sugar,0.001,0.02,44,1,,,,,
5,Soda Baking,0.001,0.01,280,3,,,,,
6,Water For Cooking,0.020,0.40,1,0,,,,,
7,Curd,0.003,0.06,70,4,,,,,
8,Refined Oil Mahakosh,0.001,0.02,114,2,,,,,
9,Refined Oil Mahakosh,0.010,0.20,114,23,,,,,
10,,,0,#N/A,,,,,,
11,,,0,#N/A,,,,,,
12,,,0,#N/A,,,,,,
13,,,0,#N/A,,,,,,
14,,,0,#N/A,,,,,,
15,,,0,#N/A,,,,,,
16,,,0,#N/A,,,,,,
17,,,0,#N/A,,,,,,
18,,,0,#N/A,,,,,,
19,,,0,#N/A,,,,,,
20,,,0,#N/A,,Photo,,,,
21,,,0,#N/A,,,,,,
22,,,0,#N/A,,,,,,
23,,,0,#N/A,,,,,,
24,,,0,#N/A,,,,,,
25,,,0,#N/A,,,,,,
Total Qty,,0.10,2.0,#N/A,96,,,,,
0%,Yield Qty,0.1,2.0,Per Kg,48,,,,,


Pakwan,,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,,
,,1,5,,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,5,
1,Maida,0.1,0.5,47,24,"1  Put all the ingredients in a vessel, mix well and then knead well.",,,0.5,
2,Salt Tata,0.001,0.005,28,0,,,,0.005,
3,Desi Ghee,0.004,0.02,422,8,,,,0.02,
4,Refined Oil Mahakosh,0.002,0.01,114,1,,,,0.01,
5,Water For Cooking,0.12,0.6,1,1,,,,0.6,
6,,,0,#N/A,#N/A,,,,,
7,,,0,#N/A,,,,,,
8,,,0,#N/A,,,,,,
9,,,0,#N/A,,,,,,
10,,,0,#N/A,,,,,,
11,,,0,#N/A,,,,,,
12,,,0,#N/A,,,,,,
13,,,0,#N/A,,,,,,
14,,,0,#N/A,,,,,,
15,,,0,#N/A,,,,,,
16,,,0,#N/A,,,,,,
17,,,0,#N/A,,,,,,
18,,,0,#N/A,,,,,,
19,,,0,#N/A,,,,,,
20,,,0,#N/A,,Photo,,,,
21,,,0,#N/A,,,,,,
22,,,0,#N/A,,,,,,
23,,,0,#N/A,,,,,,
24,,,0,#N/A,,,,,,
25,,,0,#N/A,,,,,,
Total Qty,,0.23,1.1,#N/A,#N/A,,,,,
21%,Yield Qty,0.2,0.9,Per Kg,#N/A,,,,,


Bhaji for Pav Bhaji,,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,,
,,1,10,,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,,
1,Pumpkin Fresh,0.14,1.43,49,70,,,,,
2,Veg Cabbage Cleaned,0.07,0.71,22,15,,,,,
3,Veg Cauliflower Cut,0.14,1.43,30,43,,,,,
4,Green Peas Frozen Safal,0.07,0.71,77,55,,,,,
5,Veg Red Onion Chopped,0.21,2.14,34,72,,,,,
6,Veg Potato Peeled,0.14,1.43,17,25,,,,,
7,Veg Tomato Chopped,0.14,1.43,23,33,,,,,
8,Veg Garlic Paste,0.04,0.43,209,90,,,,,
9,Spice Deggi Mirch Mdh,0.01,0.14,949,136,,,,,
10,Pav Bhaji Masala ,0.01,0.14,#N/A,#N/A,,,,,
11,Veg Capsicum Green Cleaned ,0.07,0.71,59,42,,,,,
12,Water For Cooking,0.29,2.86,1,3,,,,,
13,Spice Jeera (Cumin) Whole,0.01,0.07,632,45,,,,,
14,Spice Deggi Mirch Mdh,0.01,0.07,949,68,,,,,
15,Veg Coriander Chopped,0.03,0.29,54,15,,,,,
16,Salt Tata,0.01,0.14,28,4,,,,,
17,,,0,#N/A,,,,,,
18,,,0,#N/A,,,,,,
19,,,0,#N/A,,,,,,
20,,,0,#N/A,,Photo,,,,
21,,,0,#N/A,,,,,,
22,,,0,#N/A,,,,,,
23,,,0,#N/A,,,,,,
24,,,0,#N/A,,,,,,
25,,,0,#N/A,,,,,,
Total Qty,,1.41,14.1,#N/A,#N/A,,,,,
30%,Yield Qty,1.0,9.9,Per Kg,#N/A,,,,,


Roasted Chicken Filling,,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,,
,,1,10,,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,,
1,,,,,,,,,,
2,Chicken Breast Boneless,0.6,6,190,1140,,,,,
3,Refined Oil Mahakosh,0.01,0.1,114,11,,,,,
4,Oregano Pizza Seasoning,0.003,0.03,182,5,,,,,
5,Veg Garlic Paste,0.005,0.05,209,10,,,,,
6,Salt Tata,0.004,0.04,28,1,,,,,
7,Spice Black Pepper Whole,0.0005,0.005,817,4,,,,,
8,Ice Berg Lettuce ,0.1,1,143,143,,,,,
9,Tobasco Sauce,0.003,0.03,1360,41,,,,,
10,Veg Red Onion Chopped,0.05,0.5,34,17,,,,,
11,Mayonnaise Nut Delight,0.5,5,#N/A,#N/A,,,,,
12,,,0,#N/A,,,,,,
13,,,0,#N/A,,,,,,
14,,,0,#N/A,,,,,,
15,,,0,#N/A,,,,,,
16,,,0,#N/A,,,,,,
17,,,0,#N/A,,,,,,
18,,,0,#N/A,,,,,,
19,,,0,#N/A,,,,,,
20,,,0,#N/A,,Photo,,,,
21,,,0,#N/A,,,,,,
22,,,0,#N/A,,,,,,
23,,,0,#N/A,,,,,,
24,,,0,#N/A,,,,,,
25,,,0,#N/A,,,,,,
Total Qty,,1.28,12.8,#N/A,#N/A,,,,,
20%,Yield Qty,1.0,10.2,Per Kg,#N/A,,,,,


Achari Chicken Filling,,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,,
,,1,10,,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,,
1,Chicken Breast Boneless,0.6,6,190,1140.0,"1. Marinate chicken with salt, lemon juice, curd, achari masala, ginger garlic paste, chilli powder.
2. Cut capsicum & onion into dices and saute lightly in oil with salt & pepper. Set aside.
3. Cook chicken on a tawa and cool it down. Cut into dices and set aside to cool. After chicken is cooled, add, sauted capsicum & onions. 
4. Add plain mayo, tandoori mayo & peri peri sauce along with chat masala, chopped coriander and mix well.",,,,
2,Salt Tata,0.01,0.1,28,2.8,,,,,
3,Veg Lemon Juice,0.005,0.05,109,5.4,,,,,
4,Red Chilli Powder Eastmade,0.001,0.01,357,3.6,,,,,
5,Achari Masala,0.02,0.2,0,0,,,,,
6,Curd,0.1,1,70,70,,,,,
7,Spice Chat Masala Mdh,0.004,0.04,405,16,,,,,
8,Veg Red Onion Chopped,0.1,1,34,34,,,,,
9,Veg Capsicum Green Cleaned ,0.1,1,59,59,,,,,
10,Mayonnaise Nut Delight,0.15,1.5,#N/A,#N/A,,,,,
11,Tandoori Mayonnaise Fun Foods,0.075,0.75,191,143,,,,,
12,Peri Peri Sauce Veeba,0.075,0.75,301,226,,,,,
13,Refined Oil Mahakosh,0.003,0.03,114,3,,,,,
14,Veg Coriander Chopped,0.003,0.03,54,2,,,,,
15,Spice Black Pepper Powder,0.001,0.01,895,9,,,,,
16,Pickle Paste,0.003,0.03,288,9,,,,,
17,,,0,#N/A,,,,,,
18,,,0,#N/A,,,,,,
19,,,0,#N/A,,,,,,
20,,,0,#N/A,,Photo,,,,
21,,,0,#N/A,,,,,,
22,,,0,#N/A,,,,,,
23,,,0,#N/A,,,,,,
24,,,0,#N/A,,,,,,
25,,,0,#N/A,,,,,,
Total Qty,,1.25,12.5,#N/A,#N/A,,,,,
20%,Yield Qty,1.0,10.0,Per Kg,#N/A,,,,,


Roasted Vegetable Filling,,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,,
,,1,10,,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,,
1,Veg Red Onion Chopped,0.1,1,34,34,,,,,
2,Refined Oil Mahakosh,0.01,0.1,114,11,,,,,
3,Oregano Pizza Seasoning,0.003,0.03,182,5,,,,,
4,Veg Garlic Paste,0.005,0.05,209,10,,,,,
5,Salt Tata,0.004,0.04,28,1,,,,,
6,Spice Black Pepper Whole,0.0005,0.005,817,4,,,,,
7,Ice Berg Lettuce ,0.08,0.8,143,114,,,,,
8,Tobasco Sauce,0.003,0.03,1360,41,,,,,
9,Veg Red Onion Chopped,0.05,0.5,34,17,,,,,
10,Mayonnaise Nut Delight,0.45,4.5,#N/A,#N/A,,,,,
11,Veg Carrot Cut,0.1,1,28,28,,,,,
12,Veg Beans Sprouts,0.05,0.5,60,30,,,,,
13,Veg American Corn Frozen,0.1,1,77,77,,,,,
14,Brocolli,0.05,0.5,119,59,,,,,
15,Veg Capsicum Green Cleaned ,0.05,0.5,59,29,,,,,
16,,,0,#N/A,,,,,,
17,,,0,#N/A,,,,,,
18,,,0,#N/A,,,,,,
19,,,0,#N/A,,,,,,
20,,,0,#N/A,,Photo,,,,
21,,,0,#N/A,,,,,,
22,,,0,#N/A,,,,,,
23,,,0,#N/A,,,,,,
24,,,0,#N/A,,,,,,
25,,,0,#N/A,,,,,,
Total Qty,,1.06,10.6,#N/A,#N/A,,,,,
5%,Yield Qty,1.0,10.0,Per Kg,#N/A,,,,,


Aloo Masala Cheese Filling,,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,,
,,1,10,,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,,
1,Veg Potato Peeled,0.95,9.5,17,164,"For filling, we need to make the ginger & green chilli paste, for that, add green chillies & ginger in grinding jar and grind into a fine paste, keep the paste aside to be used later in making the filling.
Further, take a mortar & pestle, add jeera, saunf, & sukha dhaniya and grind to a coarse powder, you can also grind the spices in a mixer grinder, keep the powder aside to be used later in making the filling.
Cut the boiled potatoes in quarters and further slice them, keep aside for making filling.
Set a pan or a wok on low heat, add ghee, further add the grounded spices & briefly cook on low heat for 30-40 seconds, now add the ginger chilli paste, stir & cook for 1-2 minutes on low flame, further add the boiled potatoes, green peas, salt & pepper to taste, chaat masala, kasuri methi and freshly chopped coriander leaves, stir well to mix the potatoes and the masala well.
Increase the flame to medium high & cook the potatoes for 6-7 minutes, it should get some colour while cooking, mash the potatoes lightly while keeping few chunks intact. Further transfer the mixture in a bowl and allow it to cool down to room temperature.",,,,
2,Green Peas Frozen Safal,0.04,0.4,77,31,,,,,
3,Veg Ginger Chopped,0.02,0.2,145,29,,,,,
4,Veg Green Chilli Chopped,0.014,0.14,53,7,,,,,
5,Spice Jeera (Cumin) Whole,0.006,0.06,632,38,,,,,
6,Spice Fennel Seed (Saunf),0.006,0.06,381,23,,,,,
7,Spices Dhaniya Whole,0.006,0.06,144,9,,,,,
8,Salt Tata,0.012,0.12,28,3,,,,,
9,Spice Black Pepper Powder,0.004,0.04,895,36,,,,,
10,Spice Chat Masala Mdh,0.01,0.1,405,41,,,,,
11,Refined Oil Mahakosh,0.02,0.2,114,23,,,,,
12,Veg Coriander Chopped,0.02,0.2,54,11,,,,,
13,Spice Kasturi Methi Catch,0.004,0.04,670,27,,,,,
14,,,0,#N/A,,,,,,
15,,,0,#N/A,,,,,,
16,,,0,#N/A,,,,,,
17,,,0,#N/A,,,,,,
18,,,0,#N/A,,,,,,
19,,,0,#N/A,,,,,,
20,,,0,#N/A,,Photo,,,,
21,,,0,#N/A,,,,,,
22,,,0,#N/A,,,,,,
23,,,0,#N/A,,,,,,
24,,,0,#N/A,,,,,,
25,,,0,#N/A,,,,,,
Total Qty,,1.11,11.1,#N/A,441,,,,,
10%,Yield Qty,1.0,10.0,Per Kg,44,,,,,


Chicken Kheema SW Filling,,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,,
,,1,10,,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,,
1,Chicken Keema Gravy,0.8,8,0,0,,,,,
2,Mayonnaise Nut Delight,0.2,2,#N/A,#N/A,,,,,
3,,,0,#N/A,,,,,,
4,,,0,#N/A,,,,,,
5,,,0,#N/A,,,,,,
6,,,0,#N/A,,,,,,
7,,,0,#N/A,,,,,,
8,,,0,#N/A,,,,,,
9,,,0,#N/A,,,,,,
10,,,0,#N/A,,,,,,
11,,,0,#N/A,,,,,,
12,,,0,#N/A,,,,,,
13,,,0,#N/A,,,,,,
14,,,0,#N/A,,,,,,
15,,,0,#N/A,,,,,,
16,,,0,#N/A,,,,,,
17,,,0,#N/A,,,,,,
18,,,0,#N/A,,,,,,
19,,,0,#N/A,,,,,,
20,,,0,#N/A,,Photo,,,,
21,,,0,#N/A,,,,,,
22,,,0,#N/A,,,,,,
23,,,0,#N/A,,,,,,
24,,,0,#N/A,,,,,,
25,,,0,#N/A,,,,,,
Total Qty,,1.00,10.0,#N/A,#N/A,,,,,
0%,Yield Qty,1.0,10.0,Per Kg,#N/A,,,,,


Paneer Bhurjee SW Filling,,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,,
,,1,10,,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,,
1,Malai Paneer,0.5,5,230,1150,"1. Heat onion tomato masala in a pan, add crushed malai paneer, capsicum cubes, salt, haldi powder and chopped coriander. Finish with kasuri methi and cool down the mixture. 
2. Mix with Tandoori mayonnaise and cool it in a refrigerator.",,,,
2,Onion Tomato Masala,0.2,2,58,116,,,,,
3,Spice Kasturi Methi Catch,0.001,0.01,670,7,,,,,
4,Veg Capsicum Green Cleaned ,0.2,2,59,118,,,,,
5,Salt Tata,0.006,0.06,28,2,,,,,
6,Veg Coriander Chopped,0.01,0.1,54,5,,,,,
7,Everest Haldi Powder,0.002,0.02,188,4,,,,,
8,Tandoori Mayonnaise Fun Foods,0.2,2,191,382,,,,,
9,,,0,#N/A,,,,,,
10,,,0,#N/A,,,,,,
11,,,0,#N/A,,,,,,
12,,,0,#N/A,,,,,,
13,,,0,#N/A,,,,,,
14,,,0,#N/A,,,,,,
15,,,0,#N/A,,,,,,
16,,,0,#N/A,,,,,,
17,,,0,#N/A,,,,,,
18,,,0,#N/A,,,,,,
19,,,0,#N/A,,,,,,
20,,,0,#N/A,,Photo,,,,
21,,,0,#N/A,,,,,,
22,,,0,#N/A,,,,,,
23,,,0,#N/A,,,,,,
24,,,0,#N/A,,,,,,
25,,,0,#N/A,,,,,,
Total Qty,,1.12,11.2,#N/A,1783,,,,,
10%,Yield Qty,1.0,10.1,Per Kg,177,,,,,


Spinach Corn Filling,,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,,
,,1,10,,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,,
1,Veg Spinach Blanched,0.5,5,45,223,,,,,
2,Veg American Corn Frozen,0.3,3,77,231,,,,,
3,Veg Red Onion Chopped,0.1,1,34,34,,,,,
4,Veg Garlic Peeled/Chopped,0.02,0.2,209,42,,,,,
5,Jaiphal (Nutmeg),0.0005,0.005,750,4,,,,,
6,Salt Tata,0.005,0.05,28,1,,,,,
7,Spice Black Pepper Powder,0.001,0.01,895,9,,,,,
8,Refined Oil Mahakosh,0.008,0.08,114,9,,,,,
9,Mayonnaise Nut Delight,0.4,4,#N/A,#N/A,,,,,
10,,,0,#N/A,,,,,,
11,,,0,#N/A,,,,,,
12,,,0,#N/A,,,,,,
13,,,0,#N/A,,,,,,
14,,,0,#N/A,,,,,,
15,,,0,#N/A,,,,,,
16,,,0,#N/A,,,,,,
17,,,0,#N/A,,,,,,
18,,,0,#N/A,,,,,,
19,,,0,#N/A,,,,,,
20,,,0,#N/A,,Photo,,,,
21,,,0,#N/A,,,,,,
22,,,0,#N/A,,,,,,
23,,,0,#N/A,,,,,,
24,,,0,#N/A,,,,,,
25,,,0,#N/A,,,,,,
Total Qty,,1.33,13.3,#N/A,#N/A,,,,,
25%,Yield Qty,1.0,10.0,Per Kg,#N/A,,,,,


Tandoori Paneer Filling,,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,,
,,1,10,,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,,
1,Peri Peri Sauce Veeba,0.075,0.75,301,226,,,,,
2,Tandoori Mayonnaise Fun Foods,0.15,1.5,191,287,,,,,
3,Mayonnaise Nut Delight,0.25,2.5,#N/A,#N/A,,,,,
4,Malai Paneer,0.45,4.5,230,1035,,,,,
5,Veg Red Onion Chopped,0.1,1,34,34,,,,,
6,Veg Capsicum Green Cleaned ,0.1,1,59,59,,,,,
7,Refined Oil Mahakosh,0.004,0.04,114,5,,,,,
8,Spice Chat Masala Mdh,0.001,0.01,405,4,,,,,
9,Salt Tata,0.002,0.02,28,1,,,,,
10,Veg Coriander Chopped,0.01,0.1,54,5,,,,,
11,,,0,#N/A,,,,,,
12,,,0,#N/A,,,,,,
13,,,0,#N/A,,,,,,
14,,,0,#N/A,,,,,,
15,,,0,#N/A,,,,,,
16,,,0,#N/A,,,,,,
17,,,0,#N/A,,,,,,
18,,,0,#N/A,,,,,,
19,,,0,#N/A,,,,,,
20,,,0,#N/A,,Photo,,,,
21,,,0,#N/A,,,,,,
22,,,0,#N/A,,,,,,
23,,,0,#N/A,,,,,,
24,,,0,#N/A,,,,,,
25,,,0,#N/A,,,,,,
Total Qty,,1.14,11.4,#N/A,#N/A,,,,,
10%,Yield Qty,1.0,10.3,Per Kg,#N/A,,,,,


Tandoori Chicken SW Filling,,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,,
,,1,10,,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,,
1,Peri Peri Sauce Veeba,0.075,0.75,301,226,,,,,
2,Tandoori Mayonnaise Fun Foods,0.15,1.5,191,287,,,,,
3,Mayonnaise Nut Delight,0.25,2.5,#N/A,#N/A,,,,,
4,Chicken Breast Boneless,0.65,6.5,190,1235,,,,,
5,Veg Red Onion Chopped,0.1,1,34,34,,,,,
6,Veg Capsicum Green Cleaned ,0.1,1,59,59,,,,,
7,Refined Oil Mahakosh,0.004,0.04,114,5,,,,,
8,Spice Deggi Mirch Mdh,0.001,0.01,949,9,,,,,
9,Salt Tata,0.002,0.02,28,1,,,,,
10,Veg Coriander Chopped,0.01,0.1,54,5,,,,,
11,Veg Paste Ginger Garlic,0.004,0.04,90,4,,,,,
12,Spice Chilli Powder Kashmiri Catch,0.001,0.01,740,7,,,,,
13,,,0,#N/A,,,,,,
14,,,0,#N/A,,,,,,
15,,,0,#N/A,,,,,,
16,,,0,#N/A,,,,,,
17,,,0,#N/A,,,,,,
18,,,0,#N/A,,,,,,
19,,,0,#N/A,,,,,,
20,,,0,#N/A,,Photo,,,,
21,,,0,#N/A,,,,,,
22,,,0,#N/A,,,,,,
23,,,0,#N/A,,,,,,
24,,,0,#N/A,,,,,,
25,,,0,#N/A,,,,,,
Total Qty,,1.35,13.5,#N/A,#N/A,,,,,
25%,Yield Qty,1.0,10.1,Per Kg,#N/A,,,,,


Omlette Mix,,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,,
,,1,10,,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,,
1,Egg,0.800,8.0,178,1421,"1. Break eggs and mix all spices. 
2. Add all chopped vegetables and mix together .
",,,,
2,Veg Red Onion Chopped,0.100,1.0,34,34,,,,,
3,Veg Tomato Chopped,0.100,1.0,23,23,,,,,
4,Veg Green Chilli Chopped,0.002,0.0,53,1,,,,,
5,Veg Coriander Chopped,0.002,0.0,54,1,,,,,
6,Salt Tata,0.001,0.0,28,0,,,,,
7,,,0.0,#N/A,#N/A,,,,,
8,,,0.0,#N/A,#N/A,,,,,
9,,,0.0,#N/A,#N/A,,,,,
10,,,0.0,#N/A,#N/A,,,,,
11,,,0.0,#N/A,#N/A,,,,,
12,,,0.0,#N/A,,,,,,
13,,,0.0,#N/A,,,,,,
14,,,0.0,#N/A,,,,,,
15,,,0.0,#N/A,,,,,,
16,,,0.0,#N/A,,,,,,
17,,,0.0,#N/A,,,,,,
18,,,0.0,#N/A,,,,,,
19,,,0.0,#N/A,,,,,,
20,,,0.0,#N/A,,Photo,,,,
21,,,0.0,#N/A,,,,,,
22,,,0.0,#N/A,,,,,,
23,,,0.0,#N/A,,,,,,
24,,,0.0,#N/A,,,,,,
25,,,0.0,#N/A,,,,,,
Total Qty,,1.00,10.0,#N/A,#N/A,,,,,
0%,Yield Qty,1.0,10.0,Per Kg,#N/A,,,,,

Vegetable Poha,,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,,
,,1,30,,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,30,
1,Poha Jada,0.40,12.00,110,1320,"1. Heat oil in a deep vessel and add add rai, curry leaves.put chop onion soute well then 
2. Add vegetables and all the spices and then add the soaked poha.and lemon water 
3. Cook til done and adjust seasoning .
4. Garnish with chopped coriander. ",,,12,
2,Veg French Beans Chopped,0.10,3.00,44,131,,,,3,
3,Veg Carrot Cut,0.13,4.00,28,110,,,,4,
4,Veg Red Onion Chopped,0.13,4.00,34,134,,,,4,
5,Refined Oil Mahakosh,0.08,2.50,114,285,,,,2.5,
6,Salt Tata,0.01,0.40,28,11,,,,0.4,
7,Spice Chilli Powder Kashmiri Catch,0.00,0.02,740,15,,,,0.02,
8,Everest Haldi Powder,0.01,0.15,188,28,,,,0.15,
9,Spice Mustard Seed Black (Rai),0.00,0.04,118,5,,,,0.04,
10,Green Peas Frozen Safal,0.10,3.00,77,231,,,,3,
11,Veg Green Chilli Chopped,0.00,0.02,53,1,,,,0.02,
12,Veg Curry Leaves,0.00,0.03,90,3,,,,0.03,
13,Veg Lemon Juice,0.01,0.20,109,22,,,,0.2,
14,Veg Coriander Chopped,0.00,0.02,54,1,,,,0.02,
15,Water For Cooking,0.02,0.50,1,1,,,,0.5,
16,,0.00,0.00,#N/A,,,,,,
17,,0.01,0.24,#N/A,,,,,,
18,,0.00,0.00,#N/A,,,,,,
19,,0.00,,#N/A,,,,,,
20,,0.00,,#N/A,,Photo,,,,
21,,0.00,,#N/A,,,,,,
22,,,0,#N/A,,,,,,
23,,,0,#N/A,,,,,,
24,,,0,#N/A,,,,,,
25,,,0,#N/A,,,,,,
Total Qty,,1.01,30.1,#N/A,2298,,,,,
53%,Yield Qty,0.5,14.2,Per Kg,162,,,,,

Vegetable Upma,,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,,
,,1,26,,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,,
1,Semolina ( Sooji ),0.250,6.50,59,384,"1. Heat oil and add rai and curry leaves , and then add onion. 
2. Saute and add all the vegetables.
3. Add soaked rawa and cook with all the spices.
4. Check for seasoning and garnish with chopped coriander",,,,
2,Refined Oil Mahakosh,0.050,1.30,114,148,,,,,
3,Spice Mustard Seed Black (Rai),0.001,0.03,118,3,,,,,
4,Veg Curry Leaves,0.004,0.10,90,9,,,,,
5,Veg Red Onion Chopped,0.075,1.95,34,66,,,,,
6,Veg Carrot Cut,0.050,1.30,28,36,,,,,
7,Veg French Beans Chopped,0.050,1.30,44,57,,,,,
8,Veg Green Chilli Chopped,0.010,0.26,53,14,,,,,
9,Veg Garlic Peeled/Chopped,0.010,0.26,209,54,,,,,
10,Veg Coriander Chopped,0.015,0.39,54,21,,,,,
11,Salt Tata,0.005,0.13,28,4,,,,,
12,Green Peas Frozen Safal,0.050,1.30,77,100,,,,,
13,Peanut,0.025,0.65,222,144,,,,,
14,Spice Chilli Powder Kashmiri Catch,0.003,0.07,740,48,,,,,
15,Water For Cooking,0.515,13.39,1,13,,,,,
16,,,,#N/A,,,,,,
17,,,,#N/A,,,,,,
18,,,,#N/A,,,,,,
19,,,,#N/A,,,,,,
20,,,,#N/A,,Photo,,,,
21,,,,#N/A,,,,,,
22,,,,#N/A,,,,,,
23,,,,#N/A,,,,,,
24,,,,#N/A,,,,,,
25,,,,#N/A,,,,,,
